eps,min_samples,nmi,nmi_hiac
0.013761600073193126,10,1.0,1.0
0.013761600073193126,20,1.0,1.0
0.013761600073193126,30,1.0,1.0
0.013761600073193126,40,1.0,1.0
0.013761600073193126,50,1.0,1.0
0.013761600073193126,60,1.0,1.0
0.013761600073193126,70,1.0,1.0
0.013761600073193126,80,1.0,1.0
0.013761600073193126,90,1.0,1.0
0.013761600073193126,100,1.0,1.0
0.02752320014638625,10,0.7859462058570472,1.0
0.02752320014638625,20,0.7859462058570472,1.0
0.02752320014638625,30,0.7859462058570472,1.0
0.02752320014638625,40,0.7859462058570472,1.0
0.02752320014638625,50,0.7859462058570472,1.0
0.02752320014638625,60,0.7859462058570472,1.0
0.02752320014638625,70,0.7859462058570472,1.0
0.02752320014638625,80,0.7859462058570472,1.0
0.02752320014638625,90,0.7859462058570472,1.0
0.02752320014638625,100,0.7859462058570472,1.0
0.04128480021957938,10,0.7796254725307907,1.0
0.04128480021957938,20,0.664445300314402,1.0
0.04128480021957938,30,0.7734550869761442,1.0
0.04128480021957938,40,0.8352858790156057,1.0
0.04128480021957938,50,0.7924261676030561,1.0
0.04128480021957938,60,0.6915724469191207,1.0
0.04128480021957938,70,0.7796254725307907,1.0
0.04128480021957938,80,0.7796254725307907,1.0
0.04128480021957938,90,0.7796254725307907,1.0
0.04128480021957938,100,0.7796254725307907,1.0
0.0550464002927725,10,0.8201517613602732,1.0
0.0550464002927725,20,0.6727720835292734,1.0
0.0550464002927725,30,0.6727720835292734,1.0
0.0550464002927725,40,0.843230904467764,1.0
0.0550464002927725,50,0.6727720835292734,1.0
0.0550464002927725,60,0.6727720835292734,1.0
0.0550464002927725,70,0.6727720835292734,1.0
0.0550464002927725,80,0.6727720835292734,1.0
0.0550464002927725,90,0.6727720835292734,1.0
0.0550464002927725,100,0.6727720835292734,1.0
0.06880800036596563,10,0.621856464161694,1.0
0.06880800036596563,20,0.6408194069948103,1.0
0.06880800036596563,30,0.6727720835292734,1.0
0.06880800036596563,40,0.6685783858569823,1.0
0.06880800036596563,50,0.6685783858569823,1.0
0.06880800036596563,60,0.6685783858569823,1.0
0.06880800036596563,70,0.6685783858569823,1.0
0.06880800036596563,80,0.6685783858569823,1.0
0.06880800036596563,90,0.6685783858569823,1.0
0.06880800036596563,100,0.6685783858569823,1.0
0.08256960043915876,10,0.3627316788960575,1.0
0.08256960043915876,20,0.6296878896862875,1.0
0.08256960043915876,30,0.6446257743348898,1.0
0.08256960043915876,40,0.6446257743348898,1.0
0.08256960043915876,50,0.6446257743348898,1.0
0.08256960043915876,60,0.6446257743348898,1.0
0.08256960043915876,70,0.6446257743348898,1.0
0.08256960043915876,80,0.6446257743348898,1.0
0.08256960043915876,90,0.6446257743348898,1.0
0.08256960043915876,100,0.6446257743348898,1.0
0.09633120051235187,10,0.6563534982413541,1.0
0.09633120051235187,20,0.633351918049694,1.0
0.09633120051235187,30,0.633351918049694,1.0
0.09633120051235187,40,0.633351918049694,1.0
0.09633120051235187,50,0.633351918049694,1.0
0.09633120051235187,60,0.633351918049694,1.0
0.09633120051235187,70,0.633351918049694,1.0
0.09633120051235187,80,0.633351918049694,1.0
0.09633120051235187,90,0.633351918049694,1.0
0.09633120051235187,100,0.633351918049694,1.0
0.110092800585545,10,0.6224920508878267,1.0
0.110092800585545,20,0.7674269745751912,1.0
0.110092800585545,30,0.7674269745751912,1.0
0.110092800585545,40,0.7674269745751912,1.0
0.110092800585545,50,0.7674269745751912,1.0
0.110092800585545,60,0.7674269745751912,1.0
0.110092800585545,70,0.7674269745751912,1.0
0.110092800585545,80,0.7674269745751912,1.0
0.110092800585545,90,0.7674269745751912,1.0
0.110092800585545,100,0.7674269745751912,1.0
0.12385440065873814,10,0.29712362217323646,1.0
0.12385440065873814,20,0.7674269745751912,1.0
0.12385440065873814,30,0.7674269745751912,1.0
0.12385440065873814,40,0.7674269745751912,1.0
0.12385440065873814,50,0.7674269745751912,1.0
0.12385440065873814,60,0.7674269745751912,1.0
0.12385440065873814,70,0.7674269745751912,1.0
0.12385440065873814,80,0.7674269745751912,1.0
0.12385440065873814,90,0.7674269745751912,1.0
0.12385440065873814,100,0.7674269745751912,1.0
0.13761600073193125,10,0.4415852784146591,1.0
0.13761600073193125,20,0.4415852784146591,1.0
0.13761600073193125,30,0.4415852784146591,1.0
0.13761600073193125,40,0.4415852784146591,1.0
0.13761600073193125,50,0.4415852784146591,1.0
0.13761600073193125,60,0.4415852784146591,1.0
0.13761600073193125,70,0.4415852784146591,1.0
0.13761600073193125,80,0.4415852784146591,1.0
0.13761600073193125,90,0.4415852784146591,1.0
0.13761600073193125,100,0.4415852784146591,1.0
